player_name,feet,inches,weight(lbs.),college,high_school_name,high_school_state,draft_team,draft_info,birthday
Malcolm Mitchell,6,1,200,Georgia,Valdosta,GA,New England Patriots,Draft: New England Patriots in the 4th round (112th overall) of the 2016 NFL Draft.,
Michael Turner,5,10,244,Northern Illinois,North Chicago Community,IL,San Diego Chargers,Draft: San Diego Chargers in the 5th round (154th overall) of the 2004 NFL Draft.,2/13/1982
Freddie Swain,6,0,199,Florida,North Marion,FL,Seattle Seahawks,Draft: Seattle Seahawks in the 6th round (214th overall) of the 2020 NFL Draft.,
John Skelton,6,5,244,Fordham,Burges,TX,Arizona Cardinals,Draft: Arizona Cardinals in the 5th round (155th overall) of the 2010 NFL Draft.,
Terrell Davis,,,,,,,,,
Dan Arnold,6,6,240,Wisconsinâ€“Platteville,Shanley Catholic,ND,,,
Anthony Becht,6,6,270,West Virginia,Monsignor Bonner,PA,New York Jets,Draft: New York Jets in the 1st round (27th overall) of the 2000 NFL Draft.,
Chester Rogers,6,0,184,Grambling St.,Lee,AL,,,
Robert Tonyan,6,5,240,Indiana St.,McHenry,IL,,Pronunciation: \TUN-yun\,
Kendall Hunter,5,7,199,Oklahoma St.,John Tyler,TX,San Francisco 49ers,Draft: San Francisco 49ers in the 4th round (115th overall) of the 2011 NFL Draft.,
David Montgomery,5,11,224,Iowa St.,Mount Healthy,OH,Chicago Bears,Draft: Chicago Bears in the 3rd round (73rd overall) of the 2019 NFL Draft.,
Matt Moore,6,3,200,Illinois,Deerfield,IL,NA,,11/5/1980
Geno Smith,6,3,221,West Virginia,Miramar,FL,New York Jets,Draft: New York Jets in the 2nd round (39th overall) of the 2013 NFL Draft.,
Adrian Peterson,,,,,,,,,
DeShone Kizer,6,4,235,Notre Dame,Central Catholic,OH,Cleveland Browns,Draft: Cleveland Browns in the 2nd round (52nd overall) of the 2017 NFL Draft.,
Knowshon Moreno,5,10,215,Georgia,Middletown South,NJ,Denver Broncos,Draft: Denver Broncos in the 1st round (12th overall) of the 2009 NFL Draft.,
Troy Walters,5,7,173,Stanford,A&M Consolidated,TX,Minnesota Vikings,Draft: Minnesota Vikings in the 5th round (165th overall) of the 2000 NFL Draft.,
Isaac Byrd,6,1,188,Kansas,Parkway Central,MO,Kansas City Chiefs,Draft: Kansas City Chiefs in the 6th round (195th overall) of the 1997 NFL Draft.,
Chad Johnson,6,1,188,Langston,Miami Beach,FL,Cincinnati Bengals,Draft: Cincinnati Bengals in the 2nd round (36th overall) of the 2001 NFL Draft.,
Pierre Garcon,6,0,211,Mount Union,John I. Leonard,FL,Indianapolis Colts,Draft: Indianapolis Colts in the 6th round (205th overall) of the 2008 NFL Draft.,
DeMarco Murray,6,1,220,Oklahoma,Bishop Gorman,NV,Dallas Cowboys,Draft: Dallas Cowboys in the 3rd round (71st overall) of the 2011 NFL Draft.,
Roddy White,6,0,211,Ala-Birmingham,James Island,SC,Atlanta Falcons,Draft: Atlanta Falcons in the 1st round (27th overall) of the 2005 NFL Draft.,
Marc Bulger,6,3,208,West Virginia,Central Catholic,PA,New Orleans Saints,Draft: New Orleans Saints in the 6th round (168th overall) of the 2000 NFL Draft.,
Dedric Ward,5,9,187,Northern Iowa,George Washington,IA,New York Jets,Draft: New York Jets in the 3rd round (88th overall) of the 1997 NFL Draft.,
Sterling Shepard,5,10,198,Oklahoma,Heritage Hall,OK,New York Giants,Draft: New York Giants in the 2nd round (40th overall) of the 2016 NFL Draft.,
Amani Toomer,6,3,203,Michigan,De La Salle,CA,New York Giants,Draft: New York Giants in the 2nd round (34th overall) of the 1996 NFL Draft.,
Jordy Nelson,6,3,217,Kansas St.,Riley Co.,KS,Green Bay Packers,Draft: Green Bay Packers in the 2nd round (36th overall) of the 2008 NFL Draft.,
Shaun Draughn,6,0,205,North Carolina,Tarboro,NC,,Pronunciation: \DRONE\,
LeSean McCoy,5,11,210,Pittsburgh,Bishop McDevitt,PA,Philadelphia Eagles,Draft: Philadelphia Eagles in the 2nd round (53rd overall) of the 2009 NFL Draft.,
Jeremy Shockey,6,5,251,Miami (FL),Ada,OK,New York Giants,Draft: New York Giants in the 1st round (14th overall) of the 2002 NFL Draft.,
Jason Avant,6,0,210,Michigan,Carver,IL,Philadelphia Eagles,Draft: Philadelphia Eagles in the 4th round (109th overall) of the 2006 NFL Draft.,
Tyler Huntley,6,1,204,Utah,Hallandale,FL,,"Twitter:
@_SNOOP1
",
Jake Reed,,,,,,,,,
Demario Douglas,5,8,192,Liberty,Pedro Menendez,FL,New England Patriots,Draft: New England Patriots in the 6th round (210th overall) of the 2023 NFL Draft.,
Ed McCaffrey,6,5,215,Stanford,Central Catholic,PA,New York Giants,Draft: New York Giants in the 3rd round (83rd overall) of the 1991 NFL Draft.,8/17/1968
Philip Rivers,6,5,228,North Carolina St.,Athens,AL,New York Giants,Draft: New York Giants in the 1st round (4th overall) of the 2004 NFL Draft.,
Keelan Cole,6,1,194,Kentucky Wesleyan,Central,KY,,,
Jordan Cameron,,,,,,,,,
Paul Richardson,6,0,180,Colorado,Junipero Serra,CA,Seattle Seahawks,Draft: Seattle Seahawks in the 2nd round (45th overall) of the 2014 NFL Draft.,4/13/1992
Jimmy Graham,6,7,265,Miami (FL),Charis Prep,NC,New Orleans Saints,Draft: New Orleans Saints in the 3rd round (95th overall) of the 2010 NFL Draft.,
Wan'Dale Robinson,5,8,185,Nebraska,Western Hills,KY,New York Giants,Draft: New York Giants in the 2nd round (43rd overall) of the 2022 NFL Draft.,
Dexter McCluster,5,9,165,Mississippi,Largo,FL,Kansas City Chiefs,Draft: Kansas City Chiefs in the 2nd round (36th overall) of the 2010 NFL Draft.,
Sammy Morris,6,0,220,Texas Tech,John Jay,TX,Buffalo Bills,Draft: Buffalo Bills in the 5th round (156th overall) of the 2000 NFL Draft.,
Malcom Floyd,6,5,225,Wyoming,River City,CA,,,
Aaron Rodgers,6,2,223,Butte JC (CA),Pleasant Valley,CA,Green Bay Packers,Draft: Green Bay Packers in the 1st round (24th overall) of the 2005 NFL Draft.,
Jason Brookins,6,0,235,Lane,Mexico,MO,,,
Andre Rison,6,1,188,Michigan St.,Northwestern,MI,Indianapolis Colts,Draft: Indianapolis Colts in the 1st round (22nd overall) of the 1989 NFL Draft.,
A.J. Feeley,6,3,220,Oregon,Ontario,OR,Philadelphia Eagles,Draft: Philadelphia Eagles in the 5th round (155th overall) of the 2001 NFL Draft.,
Noah Herron,5,11,224,Northwestern,Mattawan,MI,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 7th round (244th overall) of the 2005 NFL Draft.,
Ronnie Hillman,5,9,200,San Diego St.,La Habra,CA,Denver Broncos,Draft: Denver Broncos in the 3rd round (67th overall) of the 2012 NFL Draft.,
Napoleon Kaufman,5,9,185,Washington,Lompoc,CA,Oakland Raiders,Draft: Oakland Raiders in the 1st round (18th overall) of the 1995 NFL Draft.,
Pete Mitchell,,,,,,,,,
Kevin Lockett,6,0,186,Kansas St.,Booker T. Washington,OK,Kansas City Chiefs,Draft: Kansas City Chiefs in the 2nd round (47th overall) of the 1997 NFL Draft.,
Ben Troupe,6,4,262,Florida,George P. Butler,GA,Tennessee Titans,Draft: Tennessee Titans in the 2nd round (40th overall) of the 2004 NFL Draft.,
Ricky Watters,6,1,217,Notre Dame,Bishop McDevitt,PA,San Francisco 49ers,Draft: San Francisco 49ers in the 2nd round (45th overall) of the 1991 NFL Draft.,
Terry Kirby,6,1,221,Virginia,Tabb,VA,Miami Dolphins,Draft: Miami Dolphins in the 3rd round (78th overall) of the 1993 NFL Draft.,
Davone Bess,5,10,190,Hawaii,Skyline,CA,,,
Drew Bennett,6,5,206,UCLA,Miramonte,CA,,"Twitter:
@DrewBennett83
",
Dez Bryant,6,2,220,Oklahoma St.,Lufkin,TX,Dallas Cowboys,Draft: Dallas Cowboys in the 1st round (24th overall) of the 2010 NFL Draft.,
Mike Anderson,6,0,230,Utah,Fairfield Central,SC,Denver Broncos,Draft: Denver Broncos in the 6th round (189th overall) of the 2000 NFL Draft.,
Timothy Wright,6,4,245,Rutgers,Wall,NJ,NA,,4/7/1990
Trey Burton,6,2,238,Florida,Venice,FL,,,
Kordell Stewart,6,1,218,Colorado,John Ehret,LA,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 2nd round (60th overall) of the 1995 NFL Draft.,
Jahan Dotson,5,11,182,Penn St.,Nazareth Area,PA,Washington Commanders,Draft: Washington Commanders in the 1st round (16th overall) of the 2022 NFL Draft.,
Jeff Driskel,6,4,235,Florida,Oviedo,FL,San Francisco 49ers,Draft: San Francisco 49ers in the 6th round (207th overall) of the 2016 NFL Draft.,
Lee Evans,,,,,,,,,
Trent Edwards,6,4,231,Stanford,Los Gatos,CA,Buffalo Bills,Draft: Buffalo Bills in the 3rd round (92nd overall) of the 2007 NFL Draft.,
D'Ernest Johnson,5,10,208,South Florida,Immokalee,FL,,,
Thomas Rawls,5,9,215,Central Michigan,Northern,MI,,,
Mohamed Massaquoi,6,1,210,Georgia,Independence,NC,Cleveland Browns,Draft: Cleveland Browns in the 2nd round (50th overall) of the 2009 NFL Draft.,
Joel Dreessen,6,4,245,Colorado St.,Fort Morgan,CO,New York Jets,Draft: New York Jets in the 6th round (198th overall) of the 2005 NFL Draft.,
Pat Freiermuth,6,5,258,Penn St.,Brooks School,MA,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 2nd round (55th overall) of the 2021 NFL Draft.,
Jonathan Dwyer,5,11,235,Georgia Tech,Kell,GA,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 6th round (188th overall) of the 2010 NFL Draft.,
Kyle Allen,6,3,210,Texas A&M,Desert Mountain,AZ,,,
Ed Dickson,6,4,250,Oregon,Bellflower,CA,Baltimore Ravens,Draft: Baltimore Ravens in the 3rd round (70th overall) of the 2010 NFL Draft.,
Marques Colston,6,4,225,Hofstra,Susquehanna Twp.,PA,New Orleans Saints,Draft: New Orleans Saints in the 7th round (252nd overall) of the 2006 NFL Draft.,
Jerry Jeudy,6,1,193,Alabama,Deerfield Beach,FL,Denver Broncos,Draft: Denver Broncos in the 1st round (15th overall) of the 2020 NFL Draft.,
Sam Darnold,6,3,225,USC,San Clemente,CA,New York Jets,Draft: New York Jets in the 1st round (3rd overall) of the 2018 NFL Draft.,
Aaron Brooks,6,4,205,Virginia,Ferguson,VA,Green Bay Packers,Draft: Green Bay Packers in the 4th round (131st overall) of the 1999 NFL Draft.,
Ricky Proehl,6,0,190,Wake Forest,Hillsborough,NJ,Phoenix Cardinals,Draft: Phoenix Cardinals in the 3rd round (58th overall) of the 1990 NFL Draft.,
Curtis Samuel,5,11,195,Ohio St.,Erasmus Hall,NY,Carolina Panthers,Draft: Carolina Panthers in the 2nd round (40th overall) of the 2017 NFL Draft.,
Darrel Williams,5,11,219,LSU,John Ehret,LA,NA,,4/15/1995
Duce Staley,5,11,242,South Carolina,Airport,SC,Philadelphia Eagles,Draft: Philadelphia Eagles in the 3rd round (71st overall) of the 1997 NFL Draft.,
Artose Pinner,5,10,229,Kentucky,Hopkinsville,KY,Detroit Lions,Draft: Detroit Lions in the 4th round (99th overall) of the 2003 NFL Draft.,
Dee Brown,5,10,215,Syracuse,Lake Brantley,FL,Carolina Panthers,Draft: Carolina Panthers in the 6th round (175th overall) of the 2001 NFL Draft.,
Tua Tagovailoa,6,1,227,Alabama,Saint Louis,HI,Miami Dolphins,Draft: Miami Dolphins in the 1st round (5th overall) of the 2020 NFL Draft.,
Jacoby Ford,5,9,181,Clemson,Cardinal Newman,FL,Oakland Raiders,Draft: Oakland Raiders in the 4th round (108th overall) of the 2010 NFL Draft.,
Cadillac Williams,5,11,204,Auburn,Etowah,AL,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 1st round (5th overall) of the 2005 NFL Draft.,
Eric Johnson,,,,,,,,,
Bryant Johnson,6,3,212,Penn St.,Baltimore City College,MD,Arizona Cardinals,Draft: Arizona Cardinals in the 1st round (17th overall) of the 2003 NFL Draft.,
Chigoziem Okonkwo,6,3,238,Maryland,Hillgrove,GA,Tennessee Titans,Draft: Tennessee Titans in the 4th round (143rd overall) of the 2022 NFL Draft.,
Brandon Coleman,6,6,225,Rutgers,Bishop McNamara,MD,,,
Darrell Henderson,5,8,208,Memphis,South Panola,MS,Los Angeles Rams,Draft: Los Angeles Rams in the 3rd round (70th overall) of the 2019 NFL Draft.,
Jordan Reed,6,2,242,Florida,New London,CT,Washington Redskins,Draft: Washington Redskins in the 3rd round (85th overall) of the 2013 NFL Draft.,
George Pickens,6,3,200,Georgia,Hoover,AL,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 2nd round (52nd overall) of the 2022 NFL Draft.,
Demaryius Thomas,6,3,225,Georgia Tech,West Laurens,GA,Denver Broncos,Draft: Denver Broncos in the 1st round (22nd overall) of the 2010 NFL Draft.,
Tim Brown,6,0,195,Notre Dame,Woodrow Wilson,TX,Los Angeles Raiders,Draft: Los Angeles Raiders in the 1st round (6th overall) of the 1988 NFL Draft.,7/22/1966
LaMont Jordan,5,10,242,Maryland,Suitland,MD,New York Jets,Draft: New York Jets in the 2nd round (49th overall) of the 2001 NFL Draft.,11/11/1978
Braylon Edwards,6,3,214,Michigan,Bishop Gallagher,MI,Cleveland Browns,Draft: Cleveland Browns in the 1st round (3rd overall) of the 2005 NFL Draft.,
Patrick Mahomes,6,2,225,Texas Tech,Whitehouse,TX,Kansas City Chiefs,Draft: Kansas City Chiefs in the 1st round (10th overall) of the 2017 NFL Draft.,
Spencer Ware,5,10,224,LSU,Princeton,OH,Seattle Seahawks,Draft: Seattle Seahawks in the 6th round (194th overall) of the 2013 NFL Draft.,
Emmitt Smith,5,9,221,Florida,Escambia,FL,Dallas Cowboys,Draft: Dallas Cowboys in the 1st round (17th overall) of the 1990 NFL Draft.,
Josh Cribbs,6,1,192,Kent St.,Dunbar,DC,,"Twitter:
@JoshCribbs16
",
Snoop Minnis,6,1,172,Florida St.,Miami Northwestern,FL,Kansas City Chiefs,Draft: Kansas City Chiefs in the 3rd round (77th overall) of the 2001 NFL Draft.,
Henry Ruggs,6,0,190,Alabama,Lee,AL,Las Vegas Raiders,Draft: Las Vegas Raiders in the 1st round (12th overall) of the 2020 NFL Draft.,
Fred Taylor,6,1,228,Florida,Glades Central,FL,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 1st round (9th overall) of the 1998 NFL Draft.,
Parris Campbell,6,1,205,Ohio St.,St. Vincent-St. Mary,OH,Indianapolis Colts,Draft: Indianapolis Colts in the 2nd round (59th overall) of the 2019 NFL Draft.,
Andre Brown,,,,,,,,,
Tevin Coleman,6,1,210,Indiana,Oak Forest,IL,Atlanta Falcons,Draft: Atlanta Falcons in the 3rd round (73rd overall) of the 2015 NFL Draft.,
Wayne Chrebet,5,10,188,Hofstra,Garfield,NJ,,Pronunciation: \kreh-BET\,
Jerramy Stevens,6,7,260,Washington,River Ridge,WA,Seattle Seahawks,Draft: Seattle Seahawks in the 1st round (28th overall) of the 2002 NFL Draft.,
Curtis Martin,5,11,210,Pittsburgh,Taylor Allderdice,PA,New England Patriots,Draft: New England Patriots in the 3rd round (74th overall) of the 1995 NFL Draft.,
Josh Reed,5,10,210,LSU,Rayne,LA,Buffalo Bills,Draft: Buffalo Bills in the 2nd round (36th overall) of the 2002 NFL Draft.,
Dallas Clark,6,3,252,Iowa,Twin River Valley,IA,Indianapolis Colts,Draft: Indianapolis Colts in the 1st round (24th overall) of the 2003 NFL Draft.,
Albert Wilson,5,9,195,Georgia St.,Port St. Lucie,FL,,,
Travaris Cadet,6,1,210,Appalachian St.,Miami Central,FL,,,
J.J. Arrington,5,9,212,California,Northern Nash,NC,Arizona Cardinals,Draft: Arizona Cardinals in the 2nd round (44th overall) of the 2005 NFL Draft.,
Arnaz Battle,6,1,208,Notre Dame,C.E. Byrd,LA,San Francisco 49ers,Draft: San Francisco 49ers in the 6th round (197th overall) of the 2003 NFL Draft.,
Jack Doyle,6,6,262,Western Kentucky,Cathedral,IN,,"Twitter:
@doylejack84
",
C.J. Beathard,6,2,215,Iowa,Battle Ground Academy,TN,San Francisco 49ers,Draft: San Francisco 49ers in the 3rd round (104th overall) of the 2017 NFL Draft.,
Stedman Bailey,5,10,193,West Virginia,Carol City,FL,St. Louis Rams,Draft: St. Louis Rams in the 3rd round (92nd overall) of the 2013 NFL Draft.,
Mark Andrews,6,5,247,Oklahoma,Desert Mountain,AZ,Baltimore Ravens,Draft: Baltimore Ravens in the 3rd round (86th overall) of the 2018 NFL Draft.,
Eli Rogers,5,10,187,Louisville,Miami Northwestern,FL,,,
Mikel Leshoure,6,0,230,Illinois,Centennial,IL,Detroit Lions,Draft: Detroit Lions in the 2nd round (57th overall) of the 2011 NFL Draft.,
Patrick Crayton,6,0,205,NW Oklahoma St.,DeSoto,TX,Dallas Cowboys,Draft: Dallas Cowboys in the 7th round (216th overall) of the 2004 NFL Draft.,
Greg Dortch,5,7,175,Wake Forest,Highland Springs,VA,,,
Sidney Rice,6,4,200,South Carolina,Gaffney,SC,Minnesota Vikings,Draft: Minnesota Vikings in the 2nd round (44th overall) of the 2007 NFL Draft.,
Mike Gesicki,6,6,245,Penn St.,Southern Regional,NJ,Miami Dolphins,Draft: Miami Dolphins in the 2nd round (42nd overall) of the 2018 NFL Draft.,
Kyle Pitts,6,6,246,Florida,Abington,PA,Atlanta Falcons,Draft: Atlanta Falcons in the 1st round (4th overall) of the 2021 NFL Draft.,
Rob Johnson,,,,,,,,,
Steve Johnson,,,,,,,,,
Bill Schroeder,6,3,200,Wisconsinâ€“LaCrosse,South,WI,Green Bay Packers,Draft: Green Bay Packers in the 6th round (181st overall) of the 1994 NFL Draft.,1/9/1971
Austin Pettis,6,2,205,Boise St.,Orange Lutheran,CA,St. Louis Rams,Draft: St. Louis Rams in the 3rd round (78th overall) of the 2011 NFL Draft.,
Jermaine Wiggins,6,2,255,Marshall,East Boston,MA,,"Twitter:
@jwiggs85
",
LeGarrette Blount,6,0,247,East Mississippi CC,Taylor Co.,FL,,Pronunciation: \LUH-gare-et BLUNT\,
Warrick Dunn,5,9,180,Florida St.,Baton Rouge Catholic,LA,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 1st round (12th overall) of the 1997 NFL Draft.,
Tajae Sharpe,6,2,194,Massachusetts,Piscataway,NJ,Tennessee Titans,Draft: Tennessee Titans in the 5th round (140th overall) of the 2016 NFL Draft.,
D.J. Moore,5,11,210,Maryland,Imhotep Charter Regional,PA,Carolina Panthers,Draft: Carolina Panthers in the 1st round (24th overall) of the 2018 NFL Draft.,4/14/1997
Mikhael Ricks,6,5,260,S.F. Austin,Anahuac,TX,San Diego Chargers,Draft: San Diego Chargers in the 2nd round (59th overall) of the 1998 NFL Draft.,
Greg Lewis,,,,,,,,,
Andy Dalton,6,2,220,TCU,Katy,TX,Cincinnati Bengals,Draft: Cincinnati Bengals in the 2nd round (35th overall) of the 2011 NFL Draft.,
Maurice Jones-Drew,5,7,210,UCLA,De La Salle,CA,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 2nd round (60th overall) of the 2006 NFL Draft.,
Shaun Alexander,5,11,225,Alabama,Boone Co.,KY,Seattle Seahawks,Draft: Seattle Seahawks in the 1st round (19th overall) of the 2000 NFL Draft.,
Frank Sanders,6,2,215,Auburn,Dillard,FL,Arizona Cardinals,Draft: Arizona Cardinals in the 2nd round (47th overall) of the 1995 NFL Draft.,
Ryan Leaf,6,5,245,Washington St.,C.M. Russell,MT,San Diego Chargers,Draft: San Diego Chargers in the 1st round (2nd overall) of the 1998 NFL Draft.,
Quincy Carter,6,2,213,Georgia,Southwest DeKalb,GA,Dallas Cowboys,Draft: Dallas Cowboys in the 2nd round (53rd overall) of the 2001 NFL Draft.,
Mike Wallace,6,0,200,Mississippi,O. Perry Walker,LA,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 3rd round (84th overall) of the 2009 NFL Draft.,
Boston Scott,5,6,203,Louisiana Tech,Zachary,LA,New Orleans Saints,Draft: New Orleans Saints in the 6th round (201st overall) of the 2018 NFL Draft.,
Brian Westbrook,5,10,203,Villanova,DeMatha Catholic,MD,Philadelphia Eagles,Draft: Philadelphia Eagles in the 3rd round (91st overall) of the 2002 NFL Draft.,
Bijan Robinson,5,11,215,Texas,Salpointe Catholic,AZ,Atlanta Falcons,Draft: Atlanta Falcons in the 1st round (8th overall) of the 2023 NFL Draft.,
Rashard Mendenhall,5,11,210,Illinois,Niles West,IL,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 1st round (23rd overall) of the 2008 NFL Draft.,
Blaine Gabbert,6,4,233,Missouri,Parkway West,MO,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 1st round (10th overall) of the 2011 NFL Draft.,
Josh Downs,5,10,175,North Carolina,North Gwinnett,GA,Indianapolis Colts,Draft: Indianapolis Colts in the 3rd round (79th overall) of the 2023 NFL Draft.,
Alshon Jeffery,6,3,218,South Carolina,Calhoun County,SC,Chicago Bears,Draft: Chicago Bears in the 2nd round (45th overall) of the 2012 NFL Draft.,
DeVante Parker,6,3,215,Louisville,Ballard,KY,Miami Dolphins,Draft: Miami Dolphins in the 1st round (14th overall) of the 2015 NFL Draft.,
Roschon Johnson,6,0,225,Texas,Port Neches-Groves,TX,Chicago Bears,Draft: Chicago Bears in the 4th round (115th overall) of the 2023 NFL Draft.,
Deuce McAllister,6,1,232,Mississippi,Morton,MS,New Orleans Saints,Draft: New Orleans Saints in the 1st round (23rd overall) of the 2001 NFL Draft.,
Donte Moncrief,6,2,216,Mississippi,Raleigh,MS,Indianapolis Colts,Draft: Indianapolis Colts in the 3rd round (90th overall) of the 2014 NFL Draft.,
Jeff Blake,6,1,223,East Carolina,Seminole,FL,New York Jets,Draft: New York Jets in the 6th round (166th overall) of the 1992 NFL Draft.,
Kevin Ogletree,6,2,190,Virginia,Holy Cross,NY,,"Twitter:
@KOforPrez
",
Eddie Royal,5,10,182,Virginia Tech,Westfield,VA,Denver Broncos,Draft: Denver Broncos in the 2nd round (42nd overall) of the 2008 NFL Draft.,
Jauan Jennings,6,3,212,Tennessee,Blackman,TN,San Francisco 49ers,Draft: San Francisco 49ers in the 7th round (217th overall) of the 2020 NFL Draft.,
Justin Watson,6,2,215,Pennsylvannia,South Fayette,PA,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 5th round (144th overall) of the 2018 NFL Draft.,
Mark Clayton,,,,,,,,,
Ben Roethlisberger,6,5,240,Miami (OH),Findlay,OH,Pittsburgh Steelers,Draft: Pittsburgh Steelers in the 1st round (11th overall) of the 2004 NFL Draft.,
Vincent Brown,,,,,,,,,
James Mungro,5,9,214,Syracuse,East Stroudsburg South,PA,,,
Laurent Robinson,6,2,192,Illinois St.,Rockledge,FL,Atlanta Falcons,Draft: Atlanta Falcons in the 3rd round (75th overall) of the 2007 NFL Draft.,
Keenan McCardell,6,1,191,UNLV,Waltrip,TX,Washington Redskins,Draft: Washington Redskins in the 12th round (326th overall) of the 1991 NFL Draft.,
Julius Thomas,,,,,,,,,
Jake Delhomme,6,2,215,Louisiana,Teurlings,LA,,Pronunciation: \del-OHM\,
Keiland Williams,5,11,225,LSU,Northside,LA,,"Twitter:
@kwill35
",
Blair White,6,2,205,Michigan St.,Nouvel Catholic,MI,,,
Domanick Williams,5,9,216,LSU,Breaux Bridge,LA,Houston Texans,Draft: Houston Texans in the 4th round (101st overall) of the 2003 NFL Draft.,
Foster Moreau,6,4,250,LSU,Jesuit,LA,Oakland Raiders,Draft: Oakland Raiders in the 4th round (137th overall) of the 2019 NFL Draft.,
Greg Jennings,6,0,198,Western Michigan,Kalamazoo Central,MI,Green Bay Packers,Draft: Green Bay Packers in the 2nd round (52nd overall) of the 2006 NFL Draft.,
Tommy DeVito,6,2,210,Syracuse,Don Bosco Prep,NJ,,,
Jason Hill,,,,,,,,,
Jonnu Smith,6,3,248,Florida International,West Port,FL,Tennessee Titans,Draft: Tennessee Titans in the 3rd round (100th overall) of the 2017 NFL Draft.,
Anthony Armstrong,5,11,175,West Texas A&M,Newman Smith,TX,,"Twitter:
@MrArmstrong13
",
Rob Gronkowski,6,6,265,Arizona,Williamsville North,NY,New England Patriots,Draft: New England Patriots in the 2nd round (42nd overall) of the 2010 NFL Draft.,
Ben Tate,5,11,214,Auburn,Stephen Decatur,MD,Houston Texans,Draft: Houston Texans in the 2nd round (58th overall) of the 2010 NFL Draft.,
Brandon Jacobs,6,4,264,Southern Illinois,Assumption,LA,New York Giants,Draft: New York Giants in the 4th round (110th overall) of the 2005 NFL Draft.,
Jamaal Williams,6,0,224,BYU,Summit,CA,Green Bay Packers,Draft: Green Bay Packers in the 4th round (134th overall) of the 2017 NFL Draft.,
Jordan Love,6,4,219,Utah St.,Liberty,CA,Green Bay Packers,Draft: Green Bay Packers in the 1st round (26th overall) of the 2020 NFL Draft.,
Calvin Ridley,6,1,190,Alabama,Monarch,FL,Atlanta Falcons,Draft: Atlanta Falcons in the 1st round (26th overall) of the 2018 NFL Draft.,12/20/1994
Ace Sanders,5,7,173,South Carolina,Manatee,FL,Jacksonville Jaguars,Draft: Jacksonville Jaguars in the 4th round (101st overall) of the 2013 NFL Draft.,
Chris Chandler,6,4,224,Washington,Everett,WA,Indianapolis Colts,Draft: Indianapolis Colts in the 3rd round (76th overall) of the 1988 NFL Draft.,
Aaron Stecker,5,10,213,Wisconsin,Ashwaubenon,WI,,,
Christian Fauria,6,4,250,Colorado,Crespi Carmelite,CA,Seattle Seahawks,Draft: Seattle Seahawks in the 2nd round (39th overall) of the 1995 NFL Draft.,
Julian Edelman,5,10,198,San Mateo,Woodside,CA,New England Patriots,Draft: New England Patriots in the 7th round (232nd overall) of the 2009 NFL Draft.,
Tony Pollard,6,0,209,Memphis,Melrose,TN,Dallas Cowboys,Draft: Dallas Cowboys in the 4th round (128th overall) of the 2019 NFL Draft.,
DeAndre Carter,5,8,190,Sacramento St.,Washington,CA,,,
Zack Moss,5,9,205,Utah,Hallandale,FL,Buffalo Bills,Draft: Buffalo Bills in the 3rd round (86th overall) of the 2020 NFL Draft.,
Dustin Keller,6,2,248,Purdue,Jefferson,IN,New York Jets,Draft: New York Jets in the 1st round (30th overall) of the 2008 NFL Draft.,
Ryan Mathews,6,0,220,Fresno St.,West,CA,San Diego Chargers,Draft: San Diego Chargers in the 1st round (12th overall) of the 2010 NFL Draft.,
Jerome Ford,5,10,210,Alabama,Armwood,FL,Cleveland Browns,Draft: Cleveland Browns in the 5th round (156th overall) of the 2022 NFL Draft.,
Bennie Fowler,6,1,212,Michigan St.,Detroit Country Day,MI,,,
Martellus Bennett,6,6,275,Texas A&M,Alief Taylor,TX,Dallas Cowboys,Draft: Dallas Cowboys in the 2nd round (61st overall) of the 2008 NFL Draft.,
Case Keenum,6,1,206,Houston,Wylie,TX,,,
Jameis Winston,6,4,231,Florida St.,Hueytown,AL,Tampa Bay Buccaneers,Draft: Tampa Bay Buccaneers in the 1st round (1st overall) of the 2015 NFL Draft.,
Dave Moore,6,2,250,Pittsburgh,Roxbury,NJ,Miami Dolphins,Draft: Miami Dolphins in the 7th round (191st overall) of the 1992 NFL Draft.,
Jim Harbaugh,6,3,215,Michigan,Pioneer,MI,Chicago Bears,Draft: Chicago Bears in the 1st round (26th overall) of the 1987 NFL Draft.,12/23/1963
Marquise Brown,5,9,180,College of the Canyons (CA),Chaminade-Madonna,FL,Baltimore Ravens,Draft: Baltimore Ravens in the 1st round (25th overall) of the 2019 NFL Draft.,
Chris Warren,,,,,,,,,
Tank Dell,5,10,165,Alabama A&M,Mainland,FL,Houston Texans,Draft: Houston Texans in the 3rd round (69th overall) of the 2023 NFL Draft.,
